"Physical Time: Physical Time (s)","Inlet1RH Monitor: Surface Average of RH","Inlet1T Monitor: Surface Average of Temperature (C)","RH1 Monitor: Sum of RH","RH10 Monitor: Sum of RH","RH2 Monitor: Sum of RH","RH3 Monitor: Sum of RH","RH4 Monitor: Sum of RH","RH5 Monitor: Sum of RH","RH6 Monitor: Sum of RH","RH7 Monitor: Sum of RH","RH8 Monitor: Sum of RH","RH9 Monitor: Sum of RH","T1 Monitor: Sum of Temperature (C)","T10 Monitor: Sum of Temperature (C)","T2 Monitor: Sum of Temperature (C)","T3 Monitor: Sum of Temperature (C)","T4 Monitor: Sum of Temperature (C)","T5 Monitor: Sum of Temperature (C)","T6 Monitor: Sum of Temperature (C)","T7 Monitor: Sum of Temperature (C)","T8 Monitor: Sum of Temperature (C)","T9 Monitor: Sum of Temperature (C)","velocity Monitor: Surface Average of Velocity: Magnitude (m/s)","wall Monitor: Surface Average of Temperature (C)"
1726800,54.6195633711127,26.9999999999999,60.6381633410699,60.840804749437,63.0456480445883,62.8026150390166,64.4518042633631,65.1047581885693,64.5383974256372,61.5992754101601,68.3213487496253,66.0419571332753,25.2282676706542,25.1727667645606,24.5756174894096,24.6401028418773,24.2076485052045,24.0397087972694,24.1852671470235,24.9644931439514,23.2376317307308,23.8016995155443,0.5,18.1999999999999
1727400,54.6195630487083,26.9999999999999,60.2201514687982,60.667697957976,61.1933513242491,62.0703754205958,63.8883909648344,65.6528034926468,64.5249645694432,61.4273227641793,69.3382908838991,66.6232277944949,25.3465770134521,25.2220886346875,25.0773401992533,24.8386045182026,24.3559742114727,23.9019963799459,24.190571223595,25.013270768497,22.9959936770358,23.6579505147433,0.5,18.1999999999999
1728000,54.6195629966528,26.9999999999999,59.972642520349,60.6679972409457,60.58506504814,61.3439340574862,63.0954005048175,65.539440763064,64.4669824241356,61.0658954389267,69.0464232507925,67.2146546956217,25.4167028978175,25.222766799851,25.2459103515768,25.0368475079384,24.5653850477372,23.9315422052164,24.2063469434259,25.1131025257385,23.0668896606784,23.5121788850999,0.5,18.1999999999999
1728600,54.6195628552857,26.9999999999999,59.9528540511328,60.7823488503155,60.7006881146745,60.980472742741,63.033502957722,64.679486059212,64.3982938855399,60.6421008090337,68.5757640840121,67.4840552681491,25.4226015506215,25.1915613292383,25.2141779225021,25.1369285077411,24.5821258434528,24.1518233968566,24.2244576675723,25.2304003297942,23.1804854157818,23.4462772873781,0.5,18.1999999999999
1729200,54.4624204063003,20.9999999999999,57.3811928660078,57.4476413390058,57.5147752009325,56.1301851389863,58.3853900549379,61.2740321573977,60.0602000264147,56.3122351231613,62.0289545912201,60.7161053352415,22.3292881074017,21.3849891670833,22.0403044997413,22.3063917236522,22.0679565607406,21.4806096751543,21.8119237052489,22.2452627371718,21.6008519923319,21.5027298472066,1,20.4999999999999
1729800,54.4624013299115,20.9999999999999,55.2175698741164,55.6643469175235,55.2877085542059,55.1560669227995,55.3130145605339,57.3057577660942,55.8328142691106,55.1784102405738,56.7676741040227,56.6807859030067,21.2556187584545,20.9785013617711,21.3323715052116,21.404194658955,21.2614982424972,20.7233937384816,21.1239553696308,21.319866492257,21.050020955365,21.0579295587358,1,20.4999999999999
1730400,54.462432502361,20.9999999999999,55.2879191754761,55.0873794371821,54.4956134833712,54.6400436528507,55.0207313023981,56.0440610424384,55.3497044101616,54.6699680617825,55.4590817886619,55.5900481102924,20.8887252231471,20.9045639610102,21.1554810058295,21.1206186695776,20.9474968685263,20.6786379908278,20.8620309239267,21.0777401078964,20.9091431141411,20.8586334431209,1,20.4999999999999
1731000,54.462421747941,20.9999999999999,55.1287775621244,54.8227211080477,54.6281781815322,54.6690591386489,54.9142799285094,55.3671003225524,55.1167673656129,54.6496180050216,54.7880790986396,55.2576598359078,20.8383695602654,20.9197323002421,20.9963582134213,20.9847909937175,20.8972182299834,20.7708034807152,20.8393843217512,20.9831229661104,20.9526285901061,20.8116016150344,1,20.4999999999999
1731600,54.4624303312462,20.9999999999999,54.9495447302841,54.7609060669767,54.7039419592766,54.7400165965205,54.8494781629042,55.1556710972799,54.9740495307284,54.6838141429332,54.7559172122129,55.1818992253833,20.8667675988111,20.9192978836628,20.9407092907547,20.9293810971025,20.8947843244122,20.8059450828932,20.8583975791955,20.9442573339508,20.9253611239022,20.8012992847562,1,20.4999999999999
1732200,54.4624271873958,20.9999999999999,54.8400376184425,54.7620412393945,54.7079368649223,54.7161977819743,54.7704991474345,55.0667702065163,54.8787804391084,54.7058973966611,54.7704340112821,55.0626095420059,20.8910253381891,20.9135283106525,20.9304370373251,20.9274578589546,20.9112072665425,20.8240762653066,20.8793144956016,20.930365689343,20.9115590710849,20.8266921122718,1,20.4999999999999
1732800,54.4624288909544,20.9999999999999,53.1606409742011,53.5431067175476,53.1918855719842,53.2635834950287,53.0767587380506,52.9125944561854,52.8844981765276,53.24473548246,52.912359637179,52.722973513447,21.395091984649,21.2779877189683,21.3855660972596,21.3634685794958,21.4207248089833,21.4714786516969,21.4800525969224,21.3691704307267,21.4715125803622,21.5303166255815,1,23.3999999999999
1733400,54.4624266083589,20.9999999999999,52.937304201589,53.2937956542264,53.0002849414995,53.0930801151051,52.8471640431864,52.4921130054982,52.4997217030628,53.0992113572975,52.5272222361177,52.5602829838611,21.4631039457715,21.3535493091704,21.4437019241868,21.4151275434459,21.4908917197546,21.6010725239015,21.5986677517878,21.4132267148132,21.5901398201451,21.5798030526241,1,23.3999999999999
1734000,54.4624238124257,20.9999999999999,52.9501306724448,53.1749472645959,53.0633109968519,53.0535991309656,52.858117356787,52.4846853791076,52.4716519642714,53.0716452504324,52.4046396086173,52.5451189074021,21.4589590849629,21.3898068395218,21.4241035098659,21.427087887751,21.4873455098694,21.6031778381493,21.607226954134,21.4215376704097,21.6281166916644,21.5843333355953,1,23.3999999999999
1734600,54.4624193739496,20.9999999999999,52.9961076576782,53.0911097717961,53.1595340290441,53.0604172596763,52.861349849878,52.5584008092074,52.5049370939022,53.0515056775745,52.346797074376,52.4894818323775,21.4447415762931,21.4155099494109,21.394490207639,21.424943212955,21.4863044326492,21.580187996431,21.5968164159658,21.4276886507035,21.6461167675055,21.6016185608868,1,23.3999999999999
1735200,54.4624161901532,20.9999999999999,52.9946344125794,53.0574843390652,53.1965104596739,53.0600154862922,52.7990104700207,52.5558583775964,52.4690805470167,53.0251081242117,52.2417393199874,52.334026342535,21.4451825044737,21.4258378569605,21.3831349064372,21.4250573049677,21.5055620583707,21.5809648727642,21.6079687732551,21.4358021865338,21.678952641753,21.6500979342301,1,23.3999999999999
1735800,54.4624139663163,20.9999999999999,52.9873127451027,53.0728734895598,53.2038276109318,53.0532628468233,52.7336098319638,52.5583932292834,52.4267069814064,52.9807061198624,52.1586739588855,52.168926950718,21.4474343652196,21.421101920513,21.3808885619349,21.4271325861483,21.5258015796858,21.5801730105183,21.6211703025612,21.4494737111937,21.7049744874405,21.7017589613334,1,23.3999999999999
1736400,50.3404770694646,19.9999999999999,48.385961264291,48.8480791828995,48.689932223653,48.4504291727334,47.8059414308776,47.7213732845555,47.3686757533603,48.2476012260861,47.3629521425514,47.1390536195839,21.3559781009474,21.1109301519904,21.1477531447058,21.2834891466389,21.5348158911032,21.5764514719727,21.7072763610462,21.358518637533,21.8787682022211,21.8600035110687,1,26.1999999999999
1737000,50.3404767027126,19.9999999999999,47.1538056986872,47.7377058106448,47.6471100740164,47.3511212742597,46.594795909278,46.4627370243474,45.9133488186142,47.1037144155652,45.4357206373009,45.3866958282574,21.2513038777303,21.0186239068353,21.0617836096658,21.1807479565981,21.440661886061,21.4885277938802,21.6873762250018,21.2632746269292,21.9379008276127,21.9188339501874,1,26.1999999999999
1737600,50.340478001004,19.9999999999999,46.9925359288333,47.5377913252201,47.3222055035717,47.0305723022781,46.4198913897163,46.3451454134834,45.7016764200003,46.8356912775134,44.750474096209,44.8062943971241,21.166186194686,20.9690288714004,21.0499974956529,21.1555941417114,21.3646100005636,21.3912986966474,21.6206777152725,21.2201833710484,21.9915517174113,21.9587724761568,1,26.1999999999999
1738200,50.3404779120667,19.9999999999999,46.9958320267176,47.5497714248348,47.1548600634431,46.8844455819655,46.4510427808737,46.3904736782941,45.7165371826256,46.823886798894,44.4816394505728,44.600486881914,21.1279968406047,20.93474809517,21.0732010696063,21.1679896197419,21.3174911749289,21.3388712658372,21.5780942473758,21.1875349203638,22.0344420120073,21.9866494987604,1,26.1999999999999
1738800,50.3404792388846,19.9999999999999,47.0279588588522,47.5812789618875,47.0757874851496,46.7837554124073,46.5286002919863,46.3865026225055,45.793051672195,46.8984582568803,44.3594796673319,44.5242707099752,21.1070718703454,20.9160988861298,21.0906674474459,21.1922968674991,21.2808016467432,21.3307158394667,21.5409526959327,21.1518850870754,22.0639758959051,22.0018033722796,1,26.1999999999999
1739400,50.3404787285931,19.9999999999999,47.0569947852191,47.601692943493,47.1077388833763,46.717228091864,46.5855447964289,46.3263769752529,45.8773023382515,46.9742879229622,44.3041033251626,44.4853154822228,21.0943842828048,20.9069853023154,21.0768532615661,21.2125098590716,21.2583411748236,21.3493080013391,21.5083151788028,21.1229963031722,22.080124367376,22.0127493318114,1,26.1999999999999
1740000,50.3404788478949,19.9999999999999,45.2888914019549,46.22216867736,45.705013026261,45.0387902827686,44.620481746595,44.2420262306813,43.7577545146833,45.3168289369466,42.0868682740577,42.2022841694203,21.7185944455085,21.3853197946547,21.5690536250589,21.8092239029763,21.9620127091919,22.1016765897672,22.2823783757871,21.708505404016,22.9237765731897,22.8784606647932,1,29.8999999999999
1740600,50.3404783232625,19.9999999999999,45.1440015636418,45.9055597885938,45.7285075040379,44.9304278100296,44.3476399613773,43.8633746958339,43.3997412372659,45.1022095982874,41.4534139055749,41.6123282686214,21.7708160595657,21.4973415851787,21.5604589430264,21.848437438738,22.0623770178158,22.242575842498,22.4172155852995,21.7859750142148,23.1740496059877,23.1107429691062,1,29.8999999999999
1741200,50.3404783320538,19.9999999999999,45.214289687356,45.8176318970387,45.9075438939978,45.0910738456236,44.3480311239304,43.9412655345348,43.4135159110393,45.094655229909,41.2354843109937,41.2400585311733,21.7453041825869,21.528606764106,21.4965865701219,21.7899561352188,22.0621809780595,22.21339055685,22.4119429692271,21.7886619405226,23.2611687852702,23.2593197990977,1,29.8999999999999
1741800,50.3404780252039,19.9999999999999,45.2736285071921,45.7979997659623,46.0209246965599,45.2287651611376,44.3832273763306,44.1148761568574,43.4418705129589,45.1253014574521,41.1398704974924,41.0174895483624,21.7238333318136,21.5355952969724,21.4563024853649,21.7400517678114,22.049156931777,22.1486483487192,22.4011917635534,21.7775289749885,23.2995682748527,23.3488937487783,1,29.8999999999999
1742400,50.3404777225141,19.9999999999999,45.2906816553453,45.8153520813382,46.0275755380381,45.2200010650089,44.4230981704781,44.2576283745072,43.4387314973457,45.1513867232864,41.0093404466496,40.9310968367698,21.7176695360953,21.5294053161569,21.4539413400105,21.7432189813313,22.0344298741081,22.0956361090184,22.4023766098278,21.7680683898557,23.3521815203242,23.3838120045893,1,29.8999999999999
1743000,50.3404781205335,19.9999999999999,45.3197711418583,45.8997555917002,45.9862974018927,45.0776210172914,44.4763214188473,44.3253286867516,43.455939561891,45.175390705049,40.8549191611935,40.9813125625185,21.7071665748956,21.4993456769889,21.4685884091738,21.7948226549568,22.0147974055178,22.0705630047482,22.3958633381038,21.7593707264625,23.4146794433816,23.3634973758781,1,29.8999999999999
1743600,40.2829780883893,23,38.9636053655785,39.0633557418736,39.0813642889531,38.6586879176633,38.2102346743844,38.0941324791951,37.4458117233469,38.8429997246374,35.8227649402499,35.7898110866303,23.7426868608301,23.6782929917998,23.6706806103315,23.8758146792924,24.0579283969413,24.1141071823791,24.4023320700991,23.7853528418212,25.2136570802921,25.1818877889264,1,31.4999999999999
1744200,40.2829787888293,23,37.303309518428,37.764386269994,37.5505978223467,36.987342027486,36.6833383154997,36.5573799811871,35.9354020669174,37.2910514071757,34.1229005546573,34.6016741746454,24.3260076492575,24.1148424535742,24.2132177616939,24.4738416024174,24.6033597454336,24.6618197052072,24.9500460528432,24.3306666128682,25.8502425715986,25.5945616142921,1,31.4999999999999
1744800,40.2829785166932,23,36.9411142019508,37.5272778877689,37.1738381327835,36.5296033040095,36.342714939427,36.2217065732096,35.6713841598782,36.8805590706278,33.5970176154946,34.347449239723,24.4520162359656,24.187578093999,24.3469179569092,24.6413639272955,24.724460095934,24.7803697128339,25.0372437558811,24.4793173504197,26.0554316654422,25.6756872353733,1,31.4999999999999
1745400,40.2829793066409,23,36.8614132649261,37.4256500634176,37.060380826272,36.4029843693226,36.260021236581,36.1327925531726,35.6076481951897,36.7695279190935,33.4424190813978,34.2677196830015,24.4782317377066,24.2242328201389,24.3882639590866,24.6880498525517,24.7531839911716,24.8120218543846,25.0575537337191,24.5199175779276,26.1171635252441,25.703496773503,1,31.4999999999999
1746000,40.2829781852644,23,36.8576855742767,37.3911456788793,37.1338762320255,36.4208503450637,36.2440816362742,36.0761758192011,35.5904194084841,36.7271238946204,33.4639044615663,34.181719722825,24.4772375121001,24.2372775681028,24.3525314397424,24.6767163640908,24.7579669567249,24.8357248065313,25.0630397124629,24.536541679381,26.1017550504287,25.7427674302879,1,31.4999999999999
1746600,40.2829789293767,23,36.882764283049,37.403298676422,37.3010449064767,36.5408657315949,36.2495889636944,36.0280531218733,35.6013076516673,36.729801067116,33.5521232120515,34.084701883334,24.4651492625845,24.2312193670224,24.276882147402,24.6208486690921,24.7547256735737,24.8573929220602,25.0571965337549,24.5346033489995,26.0559783466998,25.7898480416429,1,31.4999999999999
1747200,40.2829816507712,23,34.6352143180547,34.9732972906424,34.662568238707,33.6147430275443,34.1599382776878,33.6201610925602,33.5887822907453,33.8907926030382,31.9220437786049,31.7470894684357,25.5195196444979,25.3560376082849,25.5062312363683,26.0241160801157,25.7523984605211,26.0213635359771,26.0371510952091,25.8859307900065,26.9004664727754,26.9939965768672,0.5,33.3
1747800,40.2829807463519,23,33.453612961955,33.6435723134364,34.0595293746061,33.2548847475851,32.91592357769,32.1727513945109,32.1473719825923,33.2251672598791,31.3840211736276,31.1759690428058,26.1052867531285,26.0095453792474,25.8020124163168,26.2061061814722,26.3796416399293,26.767295709841,26.7807111213982,26.2212408076863,27.1899454278343,27.3034173228249,0.5,33.3
1748400,40.282977092123,23,33.29615429575,34.1979045728311,34.8850260361425,33.3704473447049,32.6656786404475,32.5064670695437,31.8404510638574,33.0385445235755,31.650779396858,31.5303652933537,26.1850862666043,25.733581168526,25.3984640754496,26.1473692929561,26.5090364754537,26.5919612747724,26.943885324733,26.3166082208083,27.0456371035321,27.1105886856308,0.5,33.3
1749000,40.2829796524531,23,33.3774594532286,34.4348155828968,35.4102222187306,33.9366537735825,32.7089414603633,32.7327410691312,31.7455528607235,33.3138529741005,31.4975010472847,32.1451704577006,26.143802849919,25.617176076542,25.1472948992373,25.8629844061472,26.4865720437021,26.4742347438068,26.9946942566754,26.1760813783725,27.1283500537481,26.7818421133469,0.5,33.3
1749600,40.2829798736241,23,33.5722513188534,34.5911345767794,35.5678491137204,34.4956190557488,32.7797637271515,32.9392719789402,31.6839350485377,33.7140873061413,31.7553351929828,32.39772642444,26.0453780350988,25.540866035829,25.0727295958537,25.5874457113686,26.4498822245092,26.3675846556143,27.0277790645362,25.9741197067967,26.989445396429,26.6488468124202,0.5,33.3
1750200,40.2829800423927,23,33.9467076050786,34.9592357233153,35.9097517179892,34.9961795269625,33.0495119358352,33.3823644883101,31.8522913368008,34.0945469396427,32.1597954624828,32.2950860555451,25.8579761558061,25.3627038294045,24.9122714995356,25.3449406581372,26.3109667605682,26.1413095944756,26.9375381291002,25.7846309996424,26.7741000368173,26.7027496022634,0.5,33.3
1750800,52.538648794113,25.9999999999999,41.215309621522,42.6490219099623,44.727387360317,43.2289731738893,40.3628802805727,40.5229146781727,38.6350037206661,41.505095387616,38.0259290447722,37.2458803978963,27.0064670853163,27.0933786249743,26.5181669027095,26.6914324523698,27.4848658853184,27.3332936713687,28.0168269566434,27.0531246462073,27.8890527818736,28.2672567449822,0.5,34.1999999999998
1751400,52.5386489863304,25.9999999999999,45.1225572856726,45.0735261154922,47.1318968280496,45.7002216178886,44.0663200116747,44.0938329264758,42.7830495514502,45.026999393458,41.1683127415221,40.0452157671031,27.4361571606713,27.7008760947883,26.9827476146039,27.2855557275691,27.8923572775686,27.8012641742117,28.2986322450227,27.5069431790539,28.57821902007,29.0279397050728,0.5,34.1999999999998
1752000,52.5386498069828,25.9999999999999,46.6937905580052,46.7912357827058,47.3409877177334,45.9600949437263,45.7450043880597,45.3924429484046,44.6699224834799,46.8625616067006,40.9484072557,42.279975702645,27.558273693618,27.6181707458437,27.3485976304402,27.7356429090873,27.9202711202672,28.0110444272933,28.297060793945,27.5107799150463,29.5034334996585,29.1497536484449,0.5,34.1999999999998
1752600,52.5386501629696,25.9999999999999,47.0433038979518,47.5921144001917,44.9498679022756,45.67014819928,46.0617963120126,45.8309437208082,45.0142942954279,46.876697343897,41.0419395858689,45.4437719739471,27.6778210770221,27.5388612102745,28.4046903263607,28.1444728127943,28.0331675980863,28.1296605647777,28.4265217589864,27.7290771521438,29.8915251300244,28.2933084777795,0.5,34.1999999999998
1753200,52.5386507386377,25.9999999999999,46.4959394894638,47.4757136237311,44.860476840557,46.0496931487576,45.9810046054193,45.3563589118374,44.8288737312641,46.95058216094,41.5677242172106,46.0994197311281,27.9733253902085,27.6497102142999,28.5904043005056,28.1444756790193,28.1715457901107,28.4161189471358,28.607421844355,27.8214617058354,29.8757237750059,28.1502456625028,0.5,34.1999999999998
1753800,52.5386504519569,25.9999999999999,46.0604128109295,47.1258479679744,45.4471798752876,45.9814377115061,45.7454144940255,44.4670447487886,44.5851166489935,46.9218225822702,42.1269442029814,45.0735155448196,28.1882573253897,27.8063019796244,28.4239984854055,28.2249497469467,28.3138591112861,28.8031803241366,28.7548550447502,27.8842880839824,29.7230947469996,28.573539390931,0.5,34.1999999999998
1754400,52.538649847329,25.9999999999999,46.3306723884542,47.1261629007121,45.6214665058498,46.0823496572175,45.423932125348,43.6839509269463,44.4698270031685,46.5533511969015,42.1332517549022,43.7622121176344,28.1185290704391,27.8281639177237,28.3849452987453,28.2118585085985,28.4611107678138,29.1345921575593,28.8266266281636,28.0396634334643,29.7543204543446,29.1033792790309,0.5,34.6
1755000,52.5386492297437,25.9999999999999,47.2350220173526,47.4214677890088,47.634068082543,46.9213896951832,45.1186122035577,43.2794287401424,44.6425838556602,46.861916768507,42.1671574566203,42.4433819163893,27.8010391709335,27.7329779637018,27.6589707598155,27.915979170217,28.5890970252069,29.3076311506644,28.7719186914259,27.9378586327638,29.7567144478147,29.6447227023412,0.5,34.6
1755600,52.5386493165195,25.9999999999999,47.8964508096521,48.1800179992867,48.4179304111747,47.786001473653,44.917130291138,43.47166817695,44.7816280156589,47.5389220841585,42.3755493039253,40.9356833522102,27.5688072348372,27.4677725113364,27.384575774186,27.6087099152582,28.6717722817384,29.2368211957796,28.723824974211,27.6973557692885,29.6787507917485,30.2807260143517,0.5,34.6
1756200,52.5386490079532,25.9999999999999,48.1547208610732,47.2427835256609,48.258976481864,47.9056791523538,45.0636496208869,44.0741428731454,44.7081482381178,47.9826119685169,42.4244833048223,40.6525948628719,27.4791913566667,27.8062877772355,27.4425240093767,27.5679838902041,28.6180133919681,29.0012453490426,28.7545918447847,27.5405583527465,29.6618924998362,30.4050237620493,0.5,34.6
1756800,52.5386488323645,25.9999999999999,48.0584687704761,46.541638855092,47.9067013807495,47.5214798538361,45.1136672863887,44.6753751431597,44.8717593168074,47.9357742628503,42.4353788673897,41.2778680914962,27.514379610782,28.0638656638066,27.5685589176286,27.7066347212058,28.5998912821866,28.7682522613156,28.6925932994166,27.5581442437163,29.6587511584304,30.1400603626574,0.5,34.6
1757400,52.5386491845261,25.9999999999999,47.8368674628122,46.9794264681881,47.3567158833242,47.0731506081307,45.4611464196781,44.8554921421694,45.3424964318477,47.924502581628,42.400395305191,42.3051122923749,27.593834292811,27.9036446972377,27.7665334097251,27.869406492164,28.4681114059108,28.6992474291173,28.5131156518378,27.5625418991251,29.6736435067008,29.7127605591279,0.5,34.6
1758000,55.6014281109927,25,48.8315805951141,48.8045168612295,47.3616453334483,47.5723946774183,46.6048122968715,46.1447186569232,46.4840514199118,48.9898552821989,42.8888196269901,44.6026951943658,27.2176718502528,27.2224839476829,27.7392630048822,27.6642996561993,28.0154621914276,28.1862325590972,28.0602388027698,27.1608896427617,29.4554171651043,28.7711329140087,0.5,34.6
1758600,55.601428520923,25,49.1785112041246,49.0646596609981,46.4311904316485,47.5529794717454,46.5784106265884,46.6678553256504,46.5849312822515,48.9455635628376,43.7306906454926,46.4294182873262,27.0849922013107,27.1219373180778,28.0683967440316,27.6593601259538,28.0134920642714,27.9803877281795,28.0110268060423,27.1653765466841,29.1042763623624,28.0673614521683,0.5,34.6
1759200,55.6014286325012,25,49.1766821760889,49.1705455675746,46.6298036698401,47.4419717725817,46.3767605732401,46.4467122680179,46.2838806469837,48.6458181438931,44.2223742157463,46.8015298918866,27.0803416450108,27.0813846183152,27.9896054749382,27.6938133877887,28.0827979571554,28.0567972224735,28.117145263824,27.2650836998822,28.9037010169761,27.9257456482942,0.5,34.6
1759800,55.6014283178859,25,49.4158421206793,49.2597503137302,48.0040855719858,47.6504725794094,46.5474442392891,46.0697677605467,46.1872881386964,48.5642761091836,43.5800252006099,46.1515423531763,26.9951496643032,27.0487866509418,27.489597554053,27.6161571977177,28.0173009791067,28.1944466476994,28.1506802936636,27.2913869067642,29.1534494990968,28.1639369924905,0.5,34.6
1760400,55.6014280516573,25,49.8679877202193,49.4308635867237,49.1778793901897,48.4761396613292,46.8003092896559,45.8220703306702,46.1543284497039,48.8890148568554,42.8073673743214,45.2131099067087,26.8390136963527,26.988883877932,27.0761717480829,27.3213596044708,27.9233018761255,28.2860839830286,28.1618911441724,27.1766277096866,29.4619661672143,28.5164589988201,0.5,34.6
1761000,55.6014278429322,25,50.0380948936168,49.3779828465946,49.405278997965,49.2051105836225,47.1852060989755,46.0493980034669,46.1696280746431,49.319707747403,42.7141239524334,44.6457048472457,26.780633455315,27.0066599676194,26.9971669876847,27.0663362853339,27.7824721142132,28.2005494464881,28.1557414165566,27.0267030009114,29.499118266289,28.7336840513146,0.5,34.6
1761600,55.601427791752,25,50.2911768734864,49.6904585845867,49.2079873825837,49.4898482187214,47.385415413245,46.8335930831569,46.5724453439988,49.7896414553385,43.1343857041071,44.6739392107559,26.6946911941662,26.8990256762102,27.0651554401844,26.9678787253152,27.7097690844137,27.910481815798,28.0063974294223,26.8650885939722,29.3290155801165,28.7225351100508,0.5,34.1999999999998
1762200,55.6014278806187,25,50.2749888150217,49.8862723680103,48.5046383387119,49.2038165827748,47.3585322588482,47.4438734456458,46.9216811762064,49.8410396947544,43.5750089315776,44.9390128617556,26.7000803743892,26.8320190025174,27.3105986904715,27.066524196774,27.7194058237227,27.6885818928708,27.8781796099493,26.8474583473417,29.1528554554663,28.6204014392767,0.5,34.1999999999998
1762800,55.601428360063,25,50.151114976912,50.0444733686923,47.9738063462265,48.7289421523821,47.2591217926384,47.5591706577755,47.0366291512829,49.6741090237669,43.7139815692155,45.1023922066195,26.7419691219077,26.7781476302534,27.4985377109107,27.2318302906871,27.7553569755012,27.6470018116439,27.8362057524281,26.9045038030922,29.0976972779466,28.5578113510068,0.5,34.1999999999998
1763400,55.6014285237236,25,50.0452263007699,50.0402360443752,48.0680995484537,48.37336425791,47.1980490215177,47.1441690986616,46.9635347702709,49.4112142567117,43.65182395102,44.9679145784116,26.7778829245286,26.7795755385825,27.4649589333974,27.3568147188461,27.7774918706433,27.7970589898522,27.8628465570848,26.9948221619761,29.1222943831609,28.6092581200319,0.5,34.1999999999998
1764000,55.6014284009439,25,50.0719436524246,50.0224664817979,48.7078862302979,48.3919550622304,47.2388342083618,46.7598812043366,47.0394772500093,49.2940535816906,43.4885653035427,44.6896133734756,26.7688023838211,26.7856092330356,27.2391786977079,27.3502457227838,27.7626897346115,27.9373544993701,27.8351471087698,27.0352479686766,29.1871411628903,28.7163097066592,0.5,34.1999999999998
1764600,55.6014282105545,25,50.2358032453268,50.0259748160015,49.4737573318419,48.6350668560347,47.2274250425306,46.7151989532954,47.2128229790653,49.2851954778045,43.4835826585243,44.3161250940754,26.7132694503741,26.7844144769385,26.9732721230645,27.2647031549163,27.7668242621093,27.953749745629,27.7721212170097,27.0383063129718,29.189120449873,28.8611726476739,0.5,34.1999999999998
1765200,48.6090392389089,29.9999999999999,46.7855248715828,47.0263319497168,45.7118681693822,44.6645090400711,44.4659691243499,45.0855042802242,44.7024873606012,45.2218890131889,44.6065107737759,42.4884568354211,28.7501218672318,28.7635722910686,29.4126552578237,29.584370926297,29.7054861475689,29.469465751001,29.6198623233515,29.3784128230345,29.4430256678113,30.5577895084666,0.2,33.6999999999999
1765800,48.6090398843444,29.9999999999999,45.0018036701427,44.9429233821213,44.439925020931,43.7608737837583,43.1093791889732,43.5030329909333,43.0704357352446,44.1161251412634,44.831495256227,42.1473133718457,30.0752757375473,30.073105255293,30.5143536242066,30.5929398959953,30.8783686489824,30.6308694494444,30.8615901393421,30.4890268981069,30.1259298865892,31.3492541819699,0.2,33.6999999999999
1766400,48.6090395398806,29.9999999999999,44.6589864512824,44.6973734565186,45.7961704368821,43.8057919614308,43.151648369605,43.4055023496573,43.2448661867522,43.8984660346386,45.3218319851677,43.1532658201463,30.6717147699518,30.6441662166467,30.575047839556,31.0333653175603,31.3091114695791,31.1282592254126,31.2496544130806,30.9944807901069,30.5394653469788,31.290640806919,0.2,33.6999999999999
1767000,48.6090405534121,29.9999999999999,44.8061960624609,44.8612523778214,46.1332682782289,44.4793244831908,43.5327128160698,43.4016700256278,43.5801530781185,44.1934945169386,44.880166660496,44.1417760271714,30.916916707983,30.8796291179094,30.5986424393533,31.0828606978129,31.4326685086791,31.4204217607636,31.3990309489801,31.159836185288,30.8908652454696,31.1740538882196,0.2,33.6999999999999
1767600,48.6090406959823,29.9999999999999,44.8268773277764,44.9302816564238,46.0725878713371,45.1667471348589,43.6985845704961,43.6276886943265,43.666503604889,44.612135814768,44.1928967060972,44.3597462701865,31.0887139148704,31.0055236756015,30.7088210625294,30.9979920671388,31.5325974367608,31.5204983721011,31.5398217588604,31.1785980822667,31.2956673504641,31.2690602109456,0.2,33.6999999999999
1768200,48.6090407776774,29.9999999999999,44.9758491134669,45.13713023341,46.0895611396886,45.5017573882765,43.9521138847468,43.9114454561524,43.6734175779494,44.9021939215306,44.3402473941581,44.1960945736394,31.1393558067102,31.0576345833913,30.7744705479852,30.9652105672529,31.5393695919627,31.5263430898958,31.6465103720292,31.1775570816814,31.3663978716468,31.4314603007458,0.2,33.6999999999999
1768800,48.6090408600701,29.9999999999999,45.3117867316447,45.5339530969272,46.3012263842467,45.8624878995603,44.4374957287483,44.5320605914174,44.0668827170186,45.4099418567511,44.7869925279591,44.0573044988462,31.0755635759339,30.9975861052501,30.7437966803764,30.8890095886402,31.4202068227968,31.3646862381557,31.5617319388772,31.0528516499034,31.2735146771258,31.5480727221861,0.2,33.1
1769400,48.6090410817446,29.9999999999999,45.6379480542035,45.5321684464735,46.4927480030365,46.0342516779756,44.8009613338288,45.1409629436424,44.4303869432517,45.7057358235859,44.9498790908216,43.8884517522743,31.0041153223204,31.0433018026179,30.7078719694479,30.8649567817333,31.3297203458941,31.1864881301901,31.4698040230841,30.9883521438533,31.2603596172436,31.6576353889863,0.2,33.1
